Verb,NZZ_ID,Token_ID,Sentence,pattern,Stimulus_Type,Stimulus_PP,Comment,sem_class_subj,sem_class_PP_int,interpr_sem_class_PP_int,det_PP_int,Comment_PP
imponieren,NZZ_1993_11_25_a33_seg2_s16,4,In der Titelrolle imponierte Dale Duesing mit ergreifender Gestaltung .,X-STM_V,anim,mit,,human,"abstract_obj,event(action)",property,no_det,(part of) piece of art
imponieren,NZZ_1993_12_24_a96_seg3_s13,4,"Die deutsche Mannschaft imponierte durch ihre Moral : Obwohl alle Spieler die zehntägigen Strapazen im Anschluss an die Bundesliga merkten , liess sich bei extremen Bedingungen wie Höhenluft , Smog und Hitze niemand gehen .",X-STM_V,anim_proxy,durch,,anim_proxy,property,,det_coref_subj,
imponieren,NZZ_1994_02_24_a209_seg2_s1,11,"js. Hafjell , 23. Februar Beide können nicht mit Körpergrösse imponieren , sondern müssen sich den Respekt anderer durch Taten erarbeiten .",X-STM_V,anim,mit,,human,property,,,
imponieren,NZZ_1994_03_28_a115_seg2_s3,34,"Der ältere Bruder Ludger gewann in Barcelona auf Classic Touch immerhin Olympia-Gold , nachdem er schon zuvor als Reiter im Stall von Paul Schockemöhle eine steile Karriere eingeschlagen hatte und damit Alexander Moksel imponierte .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,event(action),,,
imponieren,NZZ_1994_04_02_a152_seg2_s20,3,Als Chef imponierte er uns durch seinen Sinn für das Wesentliche ohne unnötiges Blendwerk und durch seine liberale Grosszügigkeit .,X-STM_V_Y-EXP,anim,durch,,human,abstract_obj+property,property+property,det_coref_subj+det_coref_subj,
imponieren,NZZ_1994_04_25_a202_seg9_s5,11,"Er gehört zu den Longhittern , auf dem Putting Green imponiert er durch seine Nervenstärke , was überhaupt ein Kennzeichen dieses Spielers ist : Es braucht viel , um ihn aus der Ruhe zu bringen .",X-STM_V,anim,durch,,human,property,,det_coref_subj,
imponieren,NZZ_1994_06_06_a137_seg2_s6,23,"Der frühere Fussballer des FC Cesenatico teilt an den Rennen das Zimmer mit Claudio Chiappucci , der ihm in seiner unbändigen Angriffsfreude imponiert .",X-STM_V_Y-EXP,anim,in,,human,property,,det_coref_subj,
imponieren,NZZ_1994_07_05_a113_seg3_s32,10,Vielleicht wollte sie ihm mit ihrem Mut zum Standhalten imponieren ?,X-STM_V_Y-EXP,anim,mit,,human,property,,det_coref_subj,
imponieren,NZZ_1994_07_18_a151_seg2_s8,2,"Optisch imponierten zwar die Italiener durch hervorragende Organisation , Disziplin und Perfektion in der Raumaufteilung - mit Baresi als Pol .",X-STM_V,anim,durch,ungrammatical,human,abstract_obj/property/property,property/property/property,,
imponieren,NZZ_1994_08_02_a107_seg9_s21,15,"Derjenige , der Diderot auf Grund seiner Leistungen und auf Grund seiner Wirkung wirklich imponiert , ist Colbert , der volkswirtschaftliche Reformator des 17. Jahrhunderts , der Merkantilist und Steuerexperte , der Begründer der Akademie der Naturwissenschaften und der Bauakademie .",X-STM_V_Y-EXP,anim,aufgrund,,human,abstract_obj+abstract_obj,property+property,det_coref_subj/det_coref_subj,
imponieren,NZZ_1994_09_06_a89_seg3_s5,15,"Richard Nixon tauchte nicht wie Phoenix aus der Asche von Watergate auf , sondern imponierte seinen kundigen Verehrern und seinen zahlreichen Verächtern durch Nachdenken , harte Arbeit und gründliches Schreiben .",X-STM_V_Y-EXP,anim,durch,EXP_coordination,human,event(action)/event(action)/event(action),,,
imponieren,NZZ_1994_10_25_a128_seg2_s23,22,In derselben Stadt hatte der Rivale vom « Old Trafford » Tage zuvor ebenso durch Vorstösse über die « Flanken » imponiert .,X-STM_V,anim_proxy,durch,,anim_proxy,event(action),,,
imponieren,NZZ_1994_11_22_a96_seg2_s3,3,"« Das imponiert mir bei einem Menschen , auch wenn diese Haltung nicht meine wäre . »",X-STM_V_Y-EXP,ambiguous,bei,,ambiguous,human,,,
imponieren,NZZ_1994_12_19_a124_seg3_s16,5,Das Team von Amicitia imponierte besonders durch Geradlinigkeit im beschleunigten Anspiel .,X-STM_V,anim_proxy,durch,,anim_proxy,property,,,
imponieren,NZZ_1995_03_03_a166_seg3_s8,3,"Der Chor imponierte einmal mehr mit enormem Volumen , während das rhythmisch akzentuierte Musizieren des von Vladimir Koschuchar straff geleiteten Orchesters gestalterischer Nuancen und dynamischer Ökonomie zu sehr entbehrte .",X-STM_V,anim_proxy,mit,,anim_proxy,abstract_obj,property,,
imponieren,NZZ_1995_03_25_a191_seg17_s3,29,"Am Ufer des Cam scheinen Victoria Sackville- West , Vanessa Bell und Virginia Woolf zu picknicken , umgeben von Bewunderern , die im Sommerflanell durch Kühle und Herablassung imponieren .",X-STM_V,anim,durch,,human,property/property,,,
imponieren,NZZ_1995_05_08_a142_seg3_s14,5,"Besonders vor der Pause imponierte das Team mit einem Pressing , das hinsichtlich konzentrierter Ausführung gewissermassen als Lehrstunde zu bezeichnen ist .",X-STM_V,anim_proxy,mit,,anim_proxy,event(action),,,
imponieren,NZZ_1995_05_18_a191_seg3_s7,2,"Parma imponierte in erster Linie durch Geschlossenheit , ein Vorzug , der schliesslich zum ersten Uefa-Cup-Sieg in der Klubgeschichte führte .",X-STM_V,anim_proxy,durch,,anim_proxy,property,,,
imponieren,NZZ_1995_05_24_a144_seg33_s2,15,"Ohne einen Moment in die Gefahr zu geraten , Schaljapins heftigen Expressionismus nachzuahmen , imponiert Kipnis mit einer Vielfalt an gestalterischen Nuancen und stimmlichen Feinheiten , die ihre Legitimation stets in der Musik finden .",X-STM_V,anim,mit,,human,abstract_obj/property,property/property,,
imponieren,NZZ_1995_05_29_a147_seg3_s35,5,Die « Löwen » imponieren weiter mit ihrer Rückrundenbilanz .,X-STM_V,anim,mit,,human,abstract_obj,property,det_coref_subj,
imponieren,NZZ_1995_10_13_a43_seg1_s31,17,"Wer hingegen versucht , mit rüden Negativkampagnen oder sauglatten Schlagzeilen auf dem Boulevard des Wahlkampfs zu imponieren , ist wenig vertrauenserweckend .",X-STM_V,anim,mit,,human,"abstract_obj,event(action)/abstract_obj",,,utterance
imponieren,NZZ_1995_11_20_a149_seg4_s5,5,Im Slalom der Damen imponierte das Ensemble des Schweizer Ski-Verbandes durch ansprechende Leistungen von verschiedenen Fahrerinnen .,X-STM_V,anim_proxy,durch,,anim_proxy,"event(action),abstract_obj",property,,
imponieren,NZZ_1995_12_29_a138_seg7_s7,12,Die Verteidiger Meier ( Chur ) und Seger ( Uzwil ) imponierten als « Abräumer » an der Bande mit Sinn für den konstruktiven Wiederaufbau .,X-STM_V,anim,als,STM_coordination,human,human,property,,
imponieren,NZZ_1996_03_02_a197_seg12_s7,9,"Man wollte England durch eine Politik der Stärke imponieren , sich aber nicht als Juniorpartner noch als Festlandschwert für die grösste imperialistische Macht unterordnen - eine gleichberechtigte Partnerschaft schwebte der Spitze des Deutschen Reiches vor .",X-STM_V_Y-EXP,anim,durch,EXP_anim_proxy,human,abstract_obj,event(action),,
imponieren,NZZ_1996_03_23_a207_seg2_s7,15,"Beide Pferde sind als Schimmel besonders auffällig , wobei Calvaro zusätzlich durch die Grösse imponiert .",X-STM_V,anim,durch,,animal,animal,property,,
imponieren,NZZ_1996_04_09_a149_seg3_s17,23,"Lombardo , dem nach herrlichem Solo der Führungstreffer gelang , nutzte die ihm gewährten Freiräume zu einigen Kostproben seiner Ballfertigkeit ; Vogel imponierte während 90 Minuten durch seine Abgeklärtheit , und auch Ibrahim sah man selten mit so grossem Durchsetzungsvermögen .",X-STM_V,anim,durch,,human,property,,det_coref_subj,
imponieren,NZZ_1996_04_18_a212_seg6_s9,20,"Die Franzosen bekundeten hingegen wie angetönt grosse Probleme gegen die aufsässigen Bianconeri , die zudem mit einer ausgezeichneten Raumaufteilung imponierten .",X-STM_V,anim,mit,,human,abstract_obj,property,,
imponieren,NZZ_1996_05_02_a191_seg3_s3,22,Immerhin hatte Zberg in den letzten zwei Wochen mit ansteigender Form und einem Sieg am letzten Sonntag in der Berner Rundfahrt imponiert .,X-STM_V,anim,mit,,human,property/event,,,
imponieren,NZZ_1996_05_25_a244_seg10_s10,17,"Gegen sechs Uhr kommt man zusammen , isst , trinkt und debattiert , oder Walther Meier imponiert geladenen Gästen mit seinem Wortschwall ; man interpretiert Rilkes Gedichte , unterhält sich über abweichende Valéry-Übersetzungen oder übersetzt selber , wenn nicht gerade Luis de Gongora y Argote aus dem Spanischen , dann vielleicht Horaz aus dem Lateinischen , gewiss aber aus Mallarmés Dichtungen .",X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event(action)",,det_coref_subj,utterance
imponieren,NZZ_1996_08_17_a135_seg5_s4,14,"Eben der Anspruch ist es aber , durch den Cristina Campo ihrem Kreis imponiert haben muss .",X-STM_V_Y-EXP,anim,durch,,human,abstract_obj,property,,
imponieren,NZZ_1996_08_21_a146_seg9_s9,8,"An Peter Grütter habe ihr vor allem imponiert , dass er ein grosses Vertrauen in seine Mitmenschen habe , ob es nun Leute aus der Verwaltung , aus dem Korps oder gar Menschen seien , die Delikte begangen haben .",X-STM_V_Y-EXP,propositional,an,,"abstract_obj,property",human,,,
imponieren,NZZ_1996_09_12_a167_seg4_s32,5,"An den Vorderleuten Zubizarettas imponierte jedoch , mit welchem Engagement und persönlichem Willen sich die einzelnen Spieler aus der mannschaftlichen Krise befreit haben , die nach dem Fehlstart in die Liga mehr als nur eine Erfindung spanischer Medien war .",X-STM_V,propositional,an,,property,human,,,
imponieren,NZZ_1996_09_24_a188_seg4_s1,18,"Was die Variabilität anbelangt , so bietet der Scénic fast alles , was am grösseren Bruder Espace imponiert : Dazu gehören fünf Einzelsitze mit ( je nach Modell ) Längsverstellung und regulierbarer Lehnenneigung , wodurch die « Hinterbänkler » wie die vorne Sitzenden selber ihre optimale Sitzposition wählen können .",X-STM_V,ambiguous,an,,"property,ambiguous",concrete_obj,,,
imponieren,NZZ_1996_09_25_a125_seg3_s8,6,"Am « Idealfall » Augsburg imponiert , dass und wie der katholisch-protestantische Religionsfrieden nach strikter Parität funktioniert .",X-STM_V,propositional,an,,property,abstract_obj,,,
imponieren,NZZ_1996_09_25_a197_seg3_s3,33,"Verdientermassen , sei gleich beigefügt , denn die Romands deckten die Schwächen des in der Champions-League-Vorrunde an Rapid Wien gescheiterten , auch am Dienstag auf allen Linien enttäuschenden Favoriten resolut auf , imponierten durch ihre vortreffliche Gruppierung im Raum , durch technische Fertigkeit wie hohes athletisches Engagement .",X-STM_V,anim,durch,,human,"event(action),abstract_obj+property/property",property+property/property,det_coref_subj+/,
imponieren,NZZ_1996_10_07_a126_seg3_s25,12,"Vor Länderspielkulisse überzeugte Elber mit einer Weltklasseleistung , und dessen Kollegen imponierten durch Leidenschaft .",X-STM_V,anim,durch,,human,property,,,
imponieren,NZZ_1996_10_09_a107_seg3_s15,92,"Man mag es als späte Ironie des Schicksals lesen , dass es ein rein amerikanisches Solistentrio war , das entscheidend zu dieser musikalischen Rehabilitation beitrug : James O ' Neal als der narzisstische Ästhet Kandaules , Monte Pederson als sein Tatmensch-Gegenspieler Gyges und Nina Warren als Königin Nyssia , die von der blossen Spielfigur in Kandaules ' Händen zur entschlossen ( und verhängnisvoll ) Handelnden mutiert , verliehen den drei Hauptcharakteren der schon von Herodot protokollierten Geschichte vokales und szenisches Format , wobei zumal Pederson durch mächtige Sonorität und dramatische Präsenz imponierte .",X-STM_V,anim,durch,,human,property/property,,,"(part of) piece of art, utterance"
imponieren,NZZ_1996_10_16_a166_seg4_s7,4,"Die schwedische Equipe imponierte durch Wucht , Zweikampfstärke und Hartnäckigkeit .",X-STM_V,anim_proxy,durch,,anim_proxy,property/property/property,,,
imponieren,NZZ_1996_10_21_a143_seg3_s3,19,"Den Münchnern , vor allem ihrem Goalgetter Klinsmann , hatten sich die besseren Torchancen geboten , die Borussen imponierten durch Kampfgeist und mit einer geschlossenen Mannschaft .",X-STM_V,anim,"durch,mit",,human,property+anim_proxy,property+property,,
imponieren,NZZ_1996_11_01_a158_seg3_s13,25,"Sie trafen jedenfalls gar keine Anstalten , sich mit der Aussenseiterrolle zu begnügen und den Schaden möglichst gering zu halten , wirkten selbstbewusst und imponierten durch mentale wie physische Präsenz auf jeder Position .",X-STM_V,anim,durch,,human,abstract_obj/abstract_obj,property/property,,ambiguous
imponieren,NZZ_1996_11_09_a204_seg4_s8,48,"Wirft man dann noch einen Blick auf die Kaderliste für das Schweiz-Spiel und entdeckt , dass die Hälfte der 18 aufgebotenen Spieler in England ihr Brot verdient , und hat man vergessen , dass die ehemaligen YB-Cracks Mini Jakobsen und Lars Bohinen nicht gerade mit einer Holzfäller-Statur imponierten - ja , dann ist man schon ein wenig überrascht , als man Erik Mykland gegenüber sitzt , denn Mykland ist 1,72 m gross und 60 kg schwer .",X-STM_V,anim,mit,STM_coordination,human,property,,,
imponieren,NZZ_1996_11_23_a201_seg3_s16,3,"Den Amerikanern imponieren will sie mit ihrem lockeren Auftreten auf dem Platz , ihrem Lachen und ihrer Angewohnheit , den Emotionen freien Lauf zu lassen und auch einmal das Racket hinzuschmeissen .",X-STM_V_Y-EXP,anim,mit,,human,event(action)/event(action)/property,property/property/property,det_coref_subj/det_coref_subj/det_coref_subj,
imponieren,NZZ_1996_12_21_a177_seg3_s11,20,Den Damenwettbewerb von Innsbruck gewann die Zürcherin Denise Biellmann mit deutlichem Vorsprung ;  sie zeigte die besten Sprünge und imponierte durch ihre dynamische Ausstrahlung .,X-STM_V,anim,durch,,human,property,,det_coref_subj,
imponieren,NZZ_1997_01_04_a4_seg22_s1,5,"Während andere jammern , imponiert die Zürcher Buchhandlungsbranche mit antizyklischem Muskelspiel : es wird expandiert und experimentiert mit dem Ziel , den Buchkonsum zum sinnlichen Erlebnis zu machen .",X-STM_V,anim_proxy,mit,,anim_proxy,"abstract_obj,event(action)","event(action),property",,
imponieren,NZZ_1993_03_16_a34_seg4_s1,16,"Der von der CBR 1000 F entlehnte , aber mit nur fünf Getriebestufen agierende Reihenvierzylinder imponiert mit bulliger Leistungsabgabe .",X-STM_V,inanim,mit,,concrete_obj,abstract_obj,property,no_det,
imponieren,NZZ_1993_04_19_a41_seg3_s13,8,In Mozarts B-Dur-Sinfonie KV 319 zum Abschluss imponierten die intensiv durchpulste Musikantik und zugleich die inspirierte Promptheit dieser Darstellung .,X-STM_V,inanim,in,ambiguous,property,"abstract_obj,event",,,(part of) piece of art
imponieren,NZZ_1994_02_08_a192_seg11_s8,16,"Wenn auch das Innere , ganz im Gegensatz zum Äusseren , mehr durch seine Grösse imponiert - 250 m lang , 96 m breit , 36 m hoch und damit der Welt grösste Leimholzträger- Konstruktion - als durch ein sorgfältig entworfenes Tragwerk oder andere Details , so überwiegt doch das Positive im Gesamturteil dieses Bauwerkes .",X-STM_V,inanim,durch,,concrete_obj,property,,det_coref_subj,
imponieren,NZZ_1994_03_29_a174_seg3_s24,4,"Was an Reyna imponiert , ist neben der stupenden Technik vor allem die bewundernswerte mentale Stärke .",X-STM_V,inanim,an,,"property,abstract_obj",human,,,
imponieren,NZZ_1994_04_16_a198_seg4_s4,5,"Was im GC-Team besonders imponierte , waren die Ausgeglichenheit , die verblüffende Rentrée Bickels , dem kaum einer die lange Pause anmerkte , die Moral und die technische Ausbildung , der auch vom Genfer Publikum die Anerkennung nicht versagt blieb .",X-STM_V,inanim,in,"ambiguous, STM_coordination",property/event(action)/property/property,anim_proxy,,,
imponieren,NZZ_1994_05_10_a176_seg6_s7,4,"In der Tat imponiert das Fahrzeug schon auf den ersten Autobahnkilometern mit Reisewagenqualitäten , die ihresgleichen suchen .",X-STM_V,inanim,mit,,concrete_obj,property,,,
imponieren,NZZ_1994_06_10_a121_seg7_s1,4,Die weltgrösste Hundeausstellung imponiert primär durch die Formenvielfalt .,X-STM_V,inanim,durch,,event,property,,,
imponieren,NZZ_1995_01_30_a14_seg10_s4,3,"An Berlusconi imponiert ihnen der Machertyp , an Fini die Zurückhaltung .",X-STM_V_Y-EXP,inanim,an,,"abstract_obj,property",human,,,
imponieren,NZZ_1995_02_11_a197_seg11_s1,6,"« Kultur und Imperialismus » imponiert durch subtile Analysen , durch umfassende Bildung und Fachwissen , durch das moralische Engagement , das das Buch zum Ausdruck bringt .",X-STM_V,inanim,durch,title,abstract_obj,"abstract_obj,event+abstract_obj,property/abstract_obj+event",property+property/property+property,,(part of) piece of art
imponieren,NZZ_1995_02_23_a183_seg4_s7,11,Mit immerhin zehn Viertausendern und 400 Gipfeln über 3000 Metern imponiert er als Nordafrikas mächtigstes Gebirge .,X-STM_V,inanim,"als,mit",,"locative,concrete_obj",concrete_obj+concrete_obj/concrete_obj,property/property/property,,
imponieren,NZZ_1995_06_17_a116_seg3_s10,23,"Zum gegenwärtigen Londoner Messeangebot bleibt zu sagen , dass an der Fine Art and Antiques Fair von Olympia wie immer die Vielfältigkeit imponiert .",X-STM_V,inanim,an,,property,event,,,
imponieren,NZZ_1995_11_10_a24_seg5_s3,14,"Die Palastbauten , die zumeist aus der Mitte des letzten Jahrhunderts stammen , imponieren durch Grösse , Ausgewogenheit und Schlichtheit ; auf dem Rundgang sind fast keine Ornamente zu entdecken .",X-STM_V,inanim,durch,,concrete_obj,property/property/property,,,
imponieren,NZZ_1996_04_23_a202_seg4_s7,31,"Leistungsmässig lässt schon das 1,4-l-Modell ( 214 Si ) kaum Wünsche offen ( 0-100 km/h in 10,7 s , Spitze 185 km/h ) ; der 1,6-Liter ( 216 Si ) imponiert vor allem mit seinem ausgezeichneten Durchzugsvermögen - er ist wahlweise mit einer stufenlosen CVT-Getriebeautomatik lieferbar - , während der 1,8-Liter ( 200 vi ) , welcher über die auch im MG F verwendete Motorisierung verfügt , bereits eindeutig sportliche Leistungswerte erbringt ( 0-100 km/h in 8,0 s , Spitze 205 km/h ) .",X-STM_V,inanim,mit,,concrete_obj,property,,det_coref_subj,
imponieren,NZZ_1996_05_13_a112_seg6_s2,10,"Selbst die im Grunde martialischen Kampfsportarten wie Kung Fu imponierten nicht primär durch ihre attraktiven Sprünge und Schläge , sondern vielmehr durch ihre philosophischen , taoistischen Vorstellungen , die physisch umgesetzt werden .",X-STM_V,inanim,durch,,abstract_obj,event(action)/event(action)/abstract_obj,property/property/property,det_coref_subj//det_coref_subj,
imponieren,NZZ_1996_07_19_a156_seg13_s7,27,"Es ist ein Querschnitt aus bisherigen Veröffentlichungen , der aber , mit Originalbeiträgen ergänzt , in seiner Gesamtheit , sozusagen als Einblick in ein Lebenswerk , imponiert .",X-STM_V,inanim,als,,abstract_obj,"abstract_obj,event",,no_det,(part of) piece of art
imponieren,NZZ_1996_07_31_a125_seg9_s15,26,"Das Fortschreiten ( oder Stagnieren ) ist ablesbar an den « Falschheiten » , die uns je nachdem als Fehler stören oder als kreative Leistungen imponieren .",X-STM_V_Y-EXP,inanim,als,,abstract_obj,abstract_obj+abstract_obj,,,
imponieren,NZZ_1996_08_02_a201_seg8_s4,17,"So vermittelt sich insgesamt ein Eindruck , der auf der Höhe der Zeit nicht mit Masse imponiert , sondern durch zurückhaltende , bestechende Qualität , von innen heraus .",X-STM_V,inanim,mit,,abstract_obj,property/property,,,
imponieren,NZZ_1996_08_22_a204_seg5_s1,4,"« Die Gesellschaftsräume imponieren durch ihre Grösse und ihre vornehme Einfachheit » schrieb die « Engadiner Post » vor hundert Jahren über das exklusive neue Hotel , das Caspar Badrutt , Sohn des « Erfinders » des alpinen Wintertourismus Johannes Badrutt und Grossvater der heutigen Besitzer , der Brüder Andrea und Hansjürg Badrutt , in dreijähriger Bauzeit aus der ehemaligen Pension Beau Rivage hatte erstehen lassen .",X-STM_V,inanim,durch,,concrete_obj,property/property,,det_coref_subj/det_coref_subj,
imponieren,NZZ_1996_09_21_a161_seg3_s5,10,"Ein Hosenanzug beispielsweise , Streifen und Karos gemixt , imponiert mit seiner klaren Linienführung , auch ein Trenchcoat aus Chintz weiss in aller Einfachheit zu glänzen .",X-STM_V,inanim,mit,,concrete_obj,property,,det_coref_subj,
imponieren,NZZ_1996_10_12_a203_seg3_s5,26,"Kaum ein Neubau wurde in den vergangenen 50 Jahren an einen Architekten von Rang vergeben ,  und selbst die Bauten der Europäischen Gemeinschaft in Brüssel imponieren eher durch ihre Dimensionen als durch ihre Qualität .",X-STM_V,inanim,durch,,concrete_obj,property+property,,det_coref_subj+det_coref_subj,
imponieren,NZZ_1997_01_09_a124_seg3_s2,15,Seine Abhandlung über « Männerphantasien » und seine Tetralogie « Buch der Könige » imponieren nicht zuletzt durch ihre korpulente Überwertigkeit .,X-STM_V,inanim,durch,"STM_coordination, title",abstract_obj/abstract_obj,property,,det_coref_subj,(part of) piece of art
imponieren,NZZ_1997_06_19_a212_seg5_s1,5,- « Die Adoleszenz imponiert durch ihre Frivolität .,X-STM_V,inanim,durch,,"abstract_obj,event,state",property,,det_coref_subj,
imponieren,NZZ_1997_03_13_a193_seg3_s17,5,"In der Mannschaft Loews imponierte , wie sie schon nach einer Minute der Rückstand aufholte , wie uneigennützig sich immer wieder die Goalgetter Bobic und Elber in Szene setzten und wie nüchtern der Libero Verlaat und dessen Kollegen den ersten Sieg seit langer Zeit im Rheinland analysierten .",X-STM_V,propositional,in,"ambiguous,ungrammatical, STM_coordination",property,anim_proxy,,,
imponieren,NZZ_1997_04_14_a144_seg3_s8,19,"Besonders bis kurz vor dem Pausenpfiff sah man ein Aargauer Team , das mit verwirrenden Kombinationen und Seitenwechseln imponierte , ein weit vorne angesetztes Pressing konsequent durchhielt und damit auch Schwächen in der gegnerischen Abwehr schonungslos aufdeckte .",X-STM_V,anim_proxy,mit,,anim_proxy,event(action)/event(action),property/property,,"ambiguous: property on split stimulus reading, event on instrumental reading"
imponieren,NZZ_1997_05_15_a211_seg7_s10,2,Adoleszente imponieren immer wieder durch die Absolutheit ihrer Urteile .,X-STM_V,anim,durch,,human,property,,,complex case: Absolutheit is not a property of the Adoleszente but of their Urteile. Nevertheless the PP gets a property reading: It is a feature of them that their judgments are absolute.
imponieren,NZZ_1997_05_22_a196_seg4_s27,11,"Inter schien mehr Kraft zu haben , die Schalker aber imponierten durch ihren Willen , unbedingt den 1 : 0-Vorsprung aus dem Hinspiel über die Zeit zu bringen .",X-STM_V,anim,durch,,human,abstract_obj,property,det_coref_subj,
imponieren,NZZ_1997_06_09_a171_seg3_s17,11,Die in den blaugelben Staatsfarben spielende Mannschaft von Dynamo Kiew imponierte durch Direktspiel und grossartiges Engagement .,X-STM_V,anim_proxy,durch,,anim_proxy,abstract_obj/abstract_obj,property/property,,cannot be events since atelic (therefore also mass-noun like behaviour → no no_det)
imponieren,NZZ_1997_08_16_a190_seg3_s20,7,"Auch von dieser Szene abgesehen , imponierten die Zentralschweizer mit ihrem unbändigen Kampfgeist und ihrer Physis .",X-STM_V,anim,mit,,human,"abstract_obj/abstract_obj,property",property/property,det_coref_subj/det_coref_subj,
imponieren,NZZ_1997_10_01_a115_seg3_s8,7,"Biberti , gross an Wuchs , imponierte , wenn er nur die Bühne betrat , durch seine robuste Präsenz ; er überrollte , mit einer tiefen Stimme ausgestattet , sein Publikum mit Donnergewalt , mit Pathos .",X-STM_V,anim,durch,,human,property,,det_coref_subj,Präsenz generally ambiguous but robuste Präsenz must be a property
imponieren,NZZ_1997_12_08_a147_seg3_s9,10,"Weder stehen Weber herausragende Fussballer zur Verfügung , noch imponierte das Team durch eine verblüffende Spielkultur .",X-STM_V,anim_proxy,durch,,anim_proxy,abstract_obj,property,,
interessieren,NZZ_1994_10_28_a157_seg3_s13,6,"An der « history » interessiert ihn die « story » , und dafür ist Mary ein blumiges Sujet .",X-STM_V_Y-EXP,inanim,an,,abstract_obj,abstract_obj,,,
interessieren,NZZ_1995_04_21_a116_seg7_s1,18,"Einleitend - per Video oder im Katalogtext - erklärt Jean Nouvel , was ihn am gegenwärtigen Design interessiert : nämlich die Tendenz zum Minimalismus .",X-STM_V_Y-EXP,inanim,an,,property,abstract_obj,,,(part of) piece of art
interessieren,NZZ_1995_05_11_a114_seg5_s10,8,"Nur die Durchsetzung eigener Pläne scheint zu interessieren an dem Haus , das Kollege Müller , nun alleiniger Chef , aus musealer DDR-Starre zu neuem Leben erwecken muss und will .",X-STM_V,inanim,an,,event(action),concrete_obj,,,
interessieren,NZZ_1995_10_11_a146_seg3_s21,15,"Sein Ideal sei dasjenige des Belcanto : Die dramatische Intensität des Gesanges vor allem interessiere ihn an Barock und Renaissance ; spärliches Vibrato und fast instrumentale Klanggestaltung , das sei nicht seine Art zu singen .",X-STM_V_Y-EXP,inanim,an,,"abstract_obj,temporal/abstract_obj,tempral",property,,,
interessieren,NZZ_1996_02_09_a129_seg4_s15,13,"Es lässt sich leicht denken , was Terence Davies an diesem Stoff interessiert hat : die Situation des kleinen Buben , aufgehoben in der Liebe zweier Frauen , der Mutter ( Diana Scarwid ) und deren Schwester , der faszinierenden Tante Mae , einer Nachtklubsängerin ( von Gena Rowlands mit aller erdenklichen Vitalität ausgestattet ) , die in der heuchlerisch-verhockten Provinz schärfstes Misstrauen hervorrufen muss .",X-STM_V_Y-EXP,inanim,an,,abstract_obj,abstract_obj,,,
interessieren,NZZ_1997_05_17_a33_seg15_s1,5,"An der schweizerischen Problematik interessiert aus amerikanischer Perspektive vor allem die Frage , von welchem Nutzen dieses Land mit seiner Neutralität für den Kriegsgegner gewesen sei .",X-STM_V,inanim,an,"PA+A,EXP-indicating_adjunct",abstract_obj,abstract_obj,,,
interessieren,NZZ_1998_02_20_a151_seg3_s10,4,"Den ausländischen Besucher interessiert hierbei - mehr noch als das Programm - die Tatsache , dass in Nantes ein gut Teil der französischen Interpretenaufsteiger und der Fixsterne des nationalen Musiklebens vertreten ist .",X-STM_V_Y-EXP,inanim,bei,"PA+A, pronominal_adverb",abstract_obj,ambiguous,,,
interessieren,NZZ_1999_11_19_a225_seg2_s22,11,"Mit andern Worten : Geschäft ist Geschäft , und Demokratie interessiert dabei nicht .",X-STM_V,inanim,bei,pronominal_adverb,abstract_obj,"abstract_obj,event",,,
interessieren,NZZ_1998_10_26_a111_seg3_s16,41,"- Der wenig magische Abend hat die Stärken und Schwächen , wie sie für Bachmann-Inszenierungen typisch zu werden scheinen : Er verführt die Schauspieler zu erfinderischer Spiellust , aber es bleibt dabei unklar , was ihn an dem Stück wirklich interessiert .",X-STM_V_Y-EXP,ambiguous,an,fragment,ambiguous,abstract_obj,,,
irritieren,NZZ_1993_01_28_a97_seg2_s1,11,"Die neue Maturitätsverordnung fasziniert zunächst durch ein anspruchsvolles Bildungsziel , irritiert sodann durch die nicht nachvollziehbare Anwendung des Begriffes « Lernbereiche » und enttäuscht schliesslich durch die Detailregelungen , welche das Erreichen der Zielsetzung nicht gestatten .",X-STM_V,inanim,durch,,abstract_obj,"abstract_obj,event(action)",property,,
irritieren,NZZ_1993_03_12_a64_seg2_s24,42,"Weit mehr als beim Studentenwohnheim von Herzog & de Meuron in Dijon , wo die formale Abstraktion befremden mag , überzeugt bei diesem Privatmuseum das Hermetische einer künstlerischen Haltung , die durch die Parallelität von sinnlichen , rationalen und poetischen Aspekten irritiert .",X-STM_V,inanim,durch,,"abstract_obj,state",property,,,
irritieren,NZZ_1993_03_20_a157_seg2_s31,8,Das gewisse Lächeln in den hellhäutigen Gesichtern irritiert mich an dieser Stätte .,X-STM_V_Y-EXP,inanim,an,,"abstract_obj,event,state",locative,,,
irritieren,NZZ_1993_04_02_a64_seg2_s13,6,"Was an Diebenkorns künstlerischem Werdegang irritiert , ist das mehrmalige Hinundherpendeln zwischen Figuration und Abstraktion , der er sich in den 80er Jahren nochmals in farbkräftigen Horizontalkompositionen zuwandte .",X-STM_V,inanim,an,,event(action),abstract_obj,,,
